conversation_id,username,tweet_text,tweet_date,retweet_count,like_count,view_count,cash_tags,hashtags,mentionned_users,quoted_tweet,place,vibe,card
1623034130165338122,federalreserve,"Speech by Vice Chair for Supervision Barr on financial inclusion: https://t.co/xm9U243BPY
Watch live: https://t.co/4RT2fGk4sB",2023-02-07 19:01:05+00:00,8,29,23111,,,,,,,"PlayerCard(title='Banking on Financial Inclusion - 2/7/23 - 9:00 AM-2:00 PM', url='https://www.youtube.com/watch?v=g_QDAn5Ca-4', description='This event will focus on opportunities for the financial service industry to increase economic mobility by fostering greater financial inclusion, working to ...', imageUrl='https://pbs.twimg.com/card_img/1625910458229174292/3oBlR0e3?format=jpg&name=orig', siteUser=User(username='YouTube', id=10228272, displayname='YouTube', rawDescription='like and subscribe.', renderedDescription='like and subscribe.', descriptionLinks=None, verified=True, created=datetime.datetime(2007, 11, 13, 21, 43, 46, tzinfo=datetime.timezone.utc), followersCount=78667609, friendsCount=1192, statusesCount=51086, favouritesCount=6150, listedCount=80155, mediaCount=15141, location='San Bruno, CA', protected=False, link=TextLink(text='youtube.com', url='http://youtube.com', tcourl='https://t.co/bUisN3Y1A6', indices=(0, 23)), profileImageUrl='https://pbs.twimg.com/profile_images/1427292844612595720/RC1YSvuT_normal.jpg', profileBannerUrl='https://pbs.twimg.com/profile_banners/10228272/1670547873', label=None))"
1622975215876677634,federalreserve,"Having an issue with your bank?  Did your credit card company close your account without warning?  Did an online merchant refuse to send your purchase after they took your money?  Know your rights as a consumer!  Learn more here:
https://t.co/x1ncRCHF7Y
https://t.co/WFcdPtfXIn",2023-02-07 15:06:59+00:00,14,44,31151,,,,,,,"PlayerCard(title='Consumer Complaints', url='https://youtu.be/g1bHPx3ZXQY', description='Are you having an issue with your bank? Did your credit card company close your account without warning? Did an online merchant refuse to send your purchas...', imageUrl='https://pbs.twimg.com/card_img/1625570324078071840/biLHQcRR?format=jpg&name=orig', siteUser=User(username='YouTube', id=10228272, displayname='YouTube', rawDescription='like and subscribe.', renderedDescription='like and subscribe.', descriptionLinks=None, verified=True, created=datetime.datetime(2007, 11, 13, 21, 43, 46, tzinfo=datetime.timezone.utc), followersCount=78667609, friendsCount=1192, statusesCount=51086, favouritesCount=6150, listedCount=80155, mediaCount=15141, location='San Bruno, CA', protected=False, link=TextLink(text='youtube.com', url='http://youtube.com', tcourl='https://t.co/bUisN3Y1A6', indices=(0, 23)), profileImageUrl='https://pbs.twimg.com/profile_images/1427292844612595720/RC1YSvuT_normal.jpg', profileBannerUrl='https://pbs.twimg.com/profile_banners/10228272/1670547873', label=None))"
1622692904673193990,federalreserve,"Scammers are working hard to get your personal information and money! 
Learn more to help you and your loved ones avoid becoming victims:
https://t.co/0b1Bgmhy3y https://t.co/7PIQGTeia6",2023-02-06 20:25:11+00:00,13,69,43536,,,,,,,
1622671570048090117,federalreserve,Now available: quarterly survey on bank lending practices covering bank loans to businesses and households: https://t.co/KFp6Dlt5eC,2023-02-06 19:00:24+00:00,17,38,31912,,,,,,,"SummaryCard(title='Senior Loan Officer Opinion Survey on Bank Lending Practices', url='https://www.federalreserve.gov/data/sloos.htm', description='The Federal Reserve Board of Governors in Washington DC.', thumbnailUrl='https://pbs.twimg.com/card_img/1623727487552217089/YpvJgTic?format=jpg&name=orig', siteUser=None, creatorUser=None)"
1622668315524046872,federalreserve,"If you have information about a financial institution regulated by @federalreserve that you believe has violated federal or state laws, violated a regulation, or engaged in other wrongdoing, contact us: https://t.co/D1JYbC8h0Y https://t.co/lO59sDyCwH",2023-02-06 18:47:28+00:00,17,56,38791,,,"[User(username='federalreserve', id=26538229, displayname='Federal Reserve', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,
1621618450639503364,federalreserve,Now available: Weekly data on the Assets and Liabilities of Commercial Banks in the United States: https://t.co/Q478LdiYLB #FedData,2023-02-03 21:15:41+00:00,21,52,28678,,['FedData'],,,,,
1621582386206068738,federalreserve,"#FedFAQ: Does the Federal Reserve maintain accounts for individuals? 
No. The Federal Reserve Banks provide financial services to banks and government entities only.

Learn more: https://t.co/5vjKq2cvhg https://t.co/hwRUyu0SS9",2023-02-03 18:52:23+00:00,19,68,37435,,['FedFAQ'],,,,,
1621510941807611907,federalreserve,See next week's #calendar of events: https://t.co/hcpT1dtcrN,2023-02-03 14:08:29+00:00,26,65,41246,,['calendar'],,,,,
1621260180779421697,federalreserve,Interactive guide to our weekly #BalanceSheet report: https://t.co/75xiVY33QW #FedData,2023-02-02 21:32:03+00:00,15,38,26367,,"['BalanceSheet', 'FedData']",,,,,
1621260141659127810,federalreserve,Our weekly #BalanceSheet update: https://t.co/LjSvhf5K21 #FedData,2023-02-02 21:31:53+00:00,19,45,36247,,"['BalanceSheet', 'FedData']",,,,,
1621223450491686912,federalreserve,"Have you received an e-mail, claiming to be from the @federalreserve, saying that money is owed to you?  
It’s a scam!  Fed employees never directly e-mail the general public unsolicited, ever!

More info: https://t.co/0b1Bgmhy3y
https://t.co/5DMDknJIPb",2023-02-02 19:06:06+00:00,17,42,22648,,,"[User(username='federalreserve', id=26538229, displayname='Federal Reserve', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,"PlayerCard(title='Protect Yourself from Email Fraud and Scams', url='https://youtu.be/3GwbEwN8p5M', description='NARRATOR. Have you received an email, claiming to be from the Federal Reserve, saying that money is owed to you? It’s a scam! Fed employees never directly ...', imageUrl='https://pbs.twimg.com/card_img/1625196065107619840/V7Cd_23T?format=jpg&name=orig', siteUser=User(username='YouTube', id=10228272, displayname='YouTube', rawDescription='like and subscribe.', renderedDescription='like and subscribe.', descriptionLinks=None, verified=True, created=datetime.datetime(2007, 11, 13, 21, 43, 46, tzinfo=datetime.timezone.utc), followersCount=78667610, friendsCount=1192, statusesCount=51086, favouritesCount=6150, listedCount=80155, mediaCount=15141, location='San Bruno, CA', protected=False, link=TextLink(text='youtube.com', url='http://youtube.com', tcourl='https://t.co/bUisN3Y1A6', indices=(0, 23)), profileImageUrl='https://pbs.twimg.com/profile_images/1427292844612595720/RC1YSvuT_normal.jpg', profileBannerUrl='https://pbs.twimg.com/profile_banners/10228272/1670547873', label=None))"
1621159725768544256,federalreserve,"If you have information about a financial institution regulated by @federalreserve that you believe has violated federal or state laws, violated a regulation, or engaged in other wrongdoing, contact us: https://t.co/D1JYbC8OQw https://t.co/pfsgjK51QG",2023-02-02 14:52:52+00:00,13,57,33303,,,"[User(username='federalreserve', id=26538229, displayname='Federal Reserve', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,
1621154256928768005,federalreserve,@federalreserve announces appointment of Joshua Gallin as secretary of the Federal Open Market Committee: https://t.co/0iHsdDssNk,2023-02-02 14:31:09+00:00,13,49,25753,,,"[User(username='federalreserve', id=26538229, displayname='Federal Reserve', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,"SummaryCard(title='Federal Reserve Board announces appointment of Joshua Gallin as secretary of the Federal Open...', url='https://www.federalreserve.gov/newsevents/pressreleases/other20230202a.htm', description='The Federal Reserve Board on Thursday announced that Joshua Gallin has been appointed secretary of the Federal Open Market Committee (FOMC), succeeding James C', thumbnailUrl=None, siteUser=None, creatorUser=None)"
1620916013863948289,federalreserve,"Watch Chair Powell's statement from the #FOMC press conference: 
Intro clip: https://t.co/nfAYSrn0pj 
Full video: https://t.co/xRE08lw7MV
Press Conference materials: https://t.co/WBUk48uTY4",2023-02-01 22:44:27+00:00,53,92,36498,,['FOMC'],,,,,"SummaryCard(title='January 31-February 1, 2023 FOMC Meeting', url='https://www.federalreserve.gov/monetarypolicy/fomcpresconf20230201.htm', description='The Federal Reserve Board of Governors in Washington DC.', thumbnailUrl='https://pbs.twimg.com/card_img/1623857387705864194/h-kddNz_?format=jpg&name=orig', siteUser=None, creatorUser=None)"
1620880784470204416,federalreserve,"Chair Powell answers reporters' questions at the FOMC press conference on February 1, 2023. 
https://t.co/siWde1ROZb https://t.co/TLZrqs2d7O",2023-02-01 20:24:28+00:00,61,242,77575,,,,,,,
